,comment,username,time,like
13392,兔子还没有参与理由，大鹅又不缺装备,淼卯森森,2023-10-18 19:03,3.0
13393,这下真的要出问题了，中东战争拖的越久演员就会断奶一旦断奶撑不过3个月战线就会出问题,在下无惨,2023-10-19 00:02,5.0
13394,回复 @lichhni :哈哈哈，这也太狠了……这完全没手牌打了，把把空过,小智仔,2023-10-18 10:59,28.0
13416,回复 @honglangwl :米国佬不可能放弃以色列的  放弃意味着放弃整个中东,牛岭乌尖顶,2023-10-19 23:18,2.0
13419,笑死我了，统一又不是武力上惧怕美国，是怕美国的经济封锁,弟の弟の弟,2023-10-20 20:42,2.0
13422,北约和老美输血都打这鸟样，要不是俄军不像以色列还要点脸，乌克兰早完犊子了,苹果公司畜牧业研究院,2023-10-18 13:28,6.0
13425,生意嘛,吾大明天下无敌,2021-05-18 17:59,974.0
13426,回复 @小呆呆ZCL :别说八年了 十四年抗战嗷,这是然少,2021-05-18 22:58,831.0
13427,它们要是干敢跳出来干金主，它们的肉体会真的消失。,白毛龙鳞兔,2021-05-18 18:52,489.0
13428,回复 @土星防卫局 :毕竟是交通要道，资源丰富，真的要出现一个统一的联合体，五常要变成六常了,叶子太阳,2021-05-19 01:32,71.0
13429,现在只能看到你的一条了,挚瑶满夙缘,2021-05-19 07:36,28.0
13430,如果是蜂蜜梗的话是因为早些年吹嘘犹太人的文章说犹太人为了让孩子喜欢读书而在纸上涂抹蜂蜜，这样书页就有蜜香，孩子们也就会喜欢上书籍。事实上欧洲很长一段时间时间记录书籍的都是羊皮纸，怎么可能在上面涂蜂蜜,日常迷路的小昕,2021-05-18 18:15,155.0
13431,回复 @杨种花 :日本崇拜至少有个实体（天皇）,kem99,2021-05-18 18:21,210.0
13432,回复 @Hsang :网友口的有些名词都看不懂P社是啥？,RuNaFuT__,2021-05-18 18:18,53.0
13433,回复 @芝雀儿 :说不定书里面掏光了都是  刀了  额麦瑞肯刀了,谁叫我是单身狗呢,2021-05-18 19:36,141.0
13434,侬在罗翔老师下边的平均，一赞读一本书，我给你赞了，请读一下《哲学的慰藉》我们一起看,扑街杨想读南京医,2021-05-18 18:42,67.0
13435,反转了，耶稣也是犹太人,倒影入清漪,2021-05-18 23:29,81.0
13436,回复 @lovelydoll313 :重点是我们大力挖掘考古用证据来证明历史，而西方只靠一张嘴,blingbling诗寇蒂,2021-05-18 19:23,259.0
13437,回复 @凉宫春日と忧郁 :此一时彼一时嘛,一盒烤奶不加糖,2021-05-18 21:43,46.0
13438,有金融吸血那味儿了,黑莲花大仙,2021-05-18 20:52,58.0
13439,生意嘛,吾大明天下无敌,2021-05-18 17:59,974.0
13440,回复 @小呆呆ZCL :别说八年了 十四年抗战嗷,这是然少,2021-05-18 22:58,831.0
13441,它们要是干敢跳出来干金主，它们的肉体会真的消失。,白毛龙鳞兔,2021-05-18 18:52,489.0
13442,回复 @土星防卫局 :毕竟是交通要道，资源丰富，真的要出现一个统一的联合体，五常要变成六常了,叶子太阳,2021-05-19 01:32,71.0
13443,现在只能看到你的一条了,挚瑶满夙缘,2021-05-19 07:36,28.0
13444,如果是蜂蜜梗的话是因为早些年吹嘘犹太人的文章说犹太人为了让孩子喜欢读书而在纸上涂抹蜂蜜，这样书页就有蜜香，孩子们也就会喜欢上书籍。事实上欧洲很长一段时间时间记录书籍的都是羊皮纸，怎么可能在上面涂蜂蜜,日常迷路的小昕,2021-05-18 18:15,155.0
13445,回复 @杨种花 :日本崇拜至少有个实体（天皇）,kem99,2021-05-18 18:21,210.0
13446,回复 @Hsang :网友口的有些名词都看不懂P社是啥？,RuNaFuT__,2021-05-18 18:18,53.0
13447,回复 @芝雀儿 :说不定书里面掏光了都是  刀了  额麦瑞肯刀了,谁叫我是单身狗呢,2021-05-18 19:36,141.0
13448,侬在罗翔老师下边的平均，一赞读一本书，我给你赞了，请读一下《哲学的慰藉》我们一起看,扑街杨想读南京医,2021-05-18 18:42,67.0
13449,反转了，耶稣也是犹太人,倒影入清漪,2021-05-18 23:29,81.0
13450,回复 @lovelydoll313 :重点是我们大力挖掘考古用证据来证明历史，而西方只靠一张嘴,blingbling诗寇蒂,2021-05-18 19:23,259.0
13451,回复 @凉宫春日と忧郁 :此一时彼一时嘛,一盒烤奶不加糖,2021-05-18 21:43,46.0
13452,有金融吸血那味儿了,黑莲花大仙,2021-05-18 20:52,58.0
13453,回复 @岑虚 :元首,千岁千代田,2021-05-18 21:07,13.0
13454,犹太后裔 你想她发声吗,请勿燃放烟花爆竹,2021-05-18 18:19,59.0
13455,挣钱嘛，不寒蝉,熊猫不爱小脾气_,2021-05-18 19:04,1.0
13456,回复 @氣蓋蒼梧雲 :这个闻屁股就很灵性,301舍长,2021-05-19 00:08,28.0
13457,日本：红豆泥，斯密马塞,_汤姆_杰瑞_,2021-05-18 21:52,21.0
13458,回复 @碳酸炒粉 :写过不少美化西方的故事，而且这些杂志很大一部分的受众是学生。,知识区常驻人口,2021-05-19 09:11,31.0
13459,外交部不是发表意见了吗！！！,榴级号,2023-10-09 23:43,2.0
13460,回复 @浑浑噩噩胡子哥 :早期的意林和读者内容大多是吹捧国外，关于犹太人的内容就是犹太人父母会在孩子小的时候给书籍抹上蜂蜜让孩子甜，这样孩子就会喜欢上读书,完美女生在哪里,2021-05-18 18:24,102.0
13461,我去看看这个50万,一品香光猪,2021-05-19 08:59,25.0
13462,群魔：🇺🇸,河河XX,2021-05-18 18:45,3.0
13463,世界一直都是如此从未改变过，可以说是历史传统源远流长了。,丹枫如火,2021-05-19 00:17,10.0
13464,回复 @武皇之刃 :现在的以色列人跟最初的犹太人没有任何血缘关系，是靠信奉犹太教变成的犹太人，而且这些不正统的犹太人对正统犹太人非常残忍，非洲支犹太人就被以色列秘密实施绝育。,微笑GZ,2021-05-19 02:14,75.0
13465,回复 @一只疾行蟹 :哪能，这么精明的人想必是在放假,b名都能卷,2021-05-18 18:54,8.0
13467,"中日战争。
抗日战争。
大家细品",预备役铲屎官,2021-05-18 22:57,80.0
13468,也可能涂的是巴勒斯坦人的鲜血,送豆腐的店员,2021-05-19 11:47,15.0
13470,哪个记者能说说吗？,这个昵称高达6枚硬币,2021-05-18 18:39,3.0
13471,"英国：我儿子的儿子不是我孙子，我父亲的父亲不是我祖父
两对共轭父子",游在梦中,2021-05-19 23:08,23.0
13476,人家的贩毒组织，可比中东的恐怖组织狠多了。,头像怎么就违规了,2023-10-17 03:04,14.0
13483,这两货抗战时期就打得火热，日本人出于利益和美国的考虑，还准备让犹太人在东北扎根,无山上-看水流,2023-10-17 08:12,3.0
13496,人家的贩毒组织，可比中东的恐怖组织狠多了。,头像怎么就违规了,2023-10-17 03:04,14.0
13503,这两货抗战时期就打得火热，日本人出于利益和美国的考虑，还准备让犹太人在东北扎根,无山上-看水流,2023-10-17 08:12,3.0
13536,昨天可汗刚发动态的时候，半个小时不到，正在观看飙到了1.1w,诺壹Noyyy,2023-10-09 00:00,50.0
13538,兔子的推动作用可不是盖的,快乐的小孩う,2023-10-08 20:55,13.0
13540,阿美必须放狠话，如果以色列他保不了，证明他现在确实虚弱不堪了。到时候还怎么有力气插手某海岛,心累的卷心菜,2023-10-08 23:32,138.0
13541,回复 @没信号404 :很多人没有意识到，联合国的任务是让大国不直接交战，不引发新的世界大战。公平正义不是联合国的任务，只是附加选项。,车书一家,2023-10-08 23:26,207.0
13542,你都发现了，国安系统发现不了?,键盘轨道炮,2023-10-09 10:10,1.0
13543,这题材就是原创了不是仿，不要陷入人家的话术啦，说起来乐高也挺不老实的,魔法少女酱油,2023-10-08 20:32,63.0
13544,我记得是评论区里的“有些地方和平很普通就像食物和水一样普通，有些地方和平很奢侈就像食物和水一样奢侈”,11月5号x,2023-10-08 22:52,1929.0
13546,站在风口上，猪都能飞起来，你要相信国家的智慧。找好出风口，别偏了,可是不孤单,2023-10-09 05:57,178.0
13547,回复 @一萧一剑598764405 :什么是莱阳钢管啊,自五干-派蒙,2023-10-09 10:22,1.0
13548,台海，朝鲜，巴尔干，马里，马岛，克什米尔都排着队呢,归终如故,2023-10-08 20:11,636.0
13549,这完全是宗教的原因吗？这种局面的形成跟英美等老牌帝国主义完全脱不开干系，好好看看一战二战前后的历史就懂,coffee110,2023-10-09 07:27,22.0
13550,定格在 364W粉很久了啊，何来一天涨一万之说？,东京烧烤铺,2023-10-08 20:07,6.0
13551,反正都是些没骨头的软体生物，讲再多也无甚区别,轻眠青森,2023-10-08 23:55,12.0
13552,回复 @清风暮雨Moon : 还记得小品里说：车臣危机是因为车上装的东西太沉了,horeaper,2023-10-08 23:57,25.0
13556,昨天可汗刚发动态的时候，半个小时不到，正在观看飙到了1.1w,诺壹Noyyy,2023-10-09 00:00,50.0
13558,兔子的推动作用可不是盖的,快乐的小孩う,2023-10-08 20:55,13.0
13560,阿美必须放狠话，如果以色列他保不了，证明他现在确实虚弱不堪了。到时候还怎么有力气插手某海岛,心累的卷心菜,2023-10-08 23:32,138.0
13561,回复 @没信号404 :很多人没有意识到，联合国的任务是让大国不直接交战，不引发新的世界大战。公平正义不是联合国的任务，只是附加选项。,车书一家,2023-10-08 23:26,207.0
13562,你都发现了，国安系统发现不了?,键盘轨道炮,2023-10-09 10:10,1.0
13563,这题材就是原创了不是仿，不要陷入人家的话术啦，说起来乐高也挺不老实的,魔法少女酱油,2023-10-08 20:32,63.0
13564,我记得是评论区里的“有些地方和平很普通就像食物和水一样普通，有些地方和平很奢侈就像食物和水一样奢侈”,11月5号x,2023-10-08 22:52,1929.0
13566,站在风口上，猪都能飞起来，你要相信国家的智慧。找好出风口，别偏了,可是不孤单,2023-10-09 05:57,178.0
13567,回复 @一萧一剑598764405 :什么是莱阳钢管啊,自五干-派蒙,2023-10-09 10:22,1.0
13568,台海，朝鲜，巴尔干，马里，马岛，克什米尔都排着队呢,归终如故,2023-10-08 20:11,636.0
13569,这完全是宗教的原因吗？这种局面的形成跟英美等老牌帝国主义完全脱不开干系，好好看看一战二战前后的历史就懂,coffee110,2023-10-09 07:27,22.0
13570,定格在 364W粉很久了啊，何来一天涨一万之说？,东京烧烤铺,2023-10-08 20:07,6.0
13571,反正都是些没骨头的软体生物，讲再多也无甚区别,轻眠青森,2023-10-08 23:55,12.0
13572,回复 @清风暮雨Moon : 还记得小品里说：车臣危机是因为车上装的东西太沉了,horeaper,2023-10-08 23:57,25.0
13574,和阿美一脉相承？由其子必有其父是吗？,克拉德美所,2023-10-10 09:17,3.0
13575,回复 @オウイチサン : 解放战争现在没有实质交战,瓦拉必,2023-10-09 00:09,111.0
13577,回复 @59lands :它们,梦内每点缤纷,2023-10-08 19:50,175.0
13578,回复 @夏川cz由加 :你在谷歌地图你也找不到巴勒斯坦,小宝果力成,2023-10-10 18:50,16.0
13579,回复 @伊恩哇咔咔 :他们国内那些戴个小帽子且不用服兵役  而且可劲造人的那一波人？,无颜值一对,2023-10-09 17:46,3.0
13580,"这次冲突我不太看好以色列，原因有三：
一是乌克兰牵扯太多北约的精力了，没法给更多的援助给以色列；
二是沙特和伊朗和解，双方还互相对账，以色列欠了很多阿拉伯国家的账还没好好算；
三是五千余枚二脚踢的部署，以色列居然一点情报都搞不到，这可是很要命的",半月亭,2023-10-09 01:38,580.0
13581,回复 @隔壁的熊娃 :好用就行，这战术都防不住，只能说对手也就二战水平了,穿衣显瘦的大策策,2023-10-08 21:04,401.0
13582,我觉得洪秀全比他哥靠谱,甜妮麻麻,2023-10-09 07:20,45.0
13583,单单俄乌战场欧美的产能都跟不上了,萌新雨花花,2023-10-09 10:33,9.0
13585,握草，但我记得他不是在军队去炸核电站死的嘛，后面才被选中然后积极加入战争,在舰桥上奖励自己,2023-10-09 11:40,2.0
13586,"视频真的震撼，漫天的火箭弹雨里，孤身飞入。

“若一去不回？”“便一去不回。”",叁壹菌,2023-10-11 03:26,295.0
13588,回复 @万向初心 : 三大征是亲自上手。美国的第一大征应该是阿富汗战争，第二大征应该是叙利亚战争，就看阿美莉卡下一次下场是啥时候了，然后就可以给老美来一次萨尔浒了,兰克的书房,2023-10-08 19:54,749.0
13589,都白灯了，你说呢，开席开席，,命运轮回牢笼,2023-10-11 10:41,2.0
13590,可以特别关注，每次更新会发消息给你，我特别关注了蛮多内容有即时性和敏感性的up,蒲蒲蒲蒲磊,2023-10-08 23:13,5.0
13591,是因为真的有女神转移了她垂青的目标吗？不是，是因为中东地区的人民日益团结起来了！,wgfsrxdxr,2023-10-08 19:45,580.0
13592,小约翰做的萨达特那期是我看的最多遍的一期,黑色入侵,2023-10-08 21:32,26.0
13593,五星上将麦克阿瑟曾说过：如果由你来指挥作战的话，我会掉头就跑,就是继续保持,2023-10-08 22:28,287.0
13594,我寻思着那些成天喊着拥抱文明世界的，在哪边都被看不起,阿邮XD,2023-10-13 14:20,2.0
13595,回复 @蒜香拿铁 :大哥生在难民营，生活会好在哪去,迷失DE雪夜,2023-10-19 14:14,1.0
13596,发妻牺牲，儿子葬身，希望他是巴勒斯坦的天降猛男。,锦鲤起飞吧,2023-10-14 17:41,3.0
13610,回复 @蒜香拿铁 :伊尔贡确实解散了，当初并入以色列国防军，这可是根正苗红的kbzz，而且屠刀不是一直在以的手里吗🤣,DF-41D,2023-10-13 14:08,1.0
13614,我寻思着那些成天喊着拥抱文明世界的，在哪边都被看不起,阿邮XD,2023-10-13 14:20,2.0
13615,回复 @蒜香拿铁 :大哥生在难民营，生活会好在哪去,迷失DE雪夜,2023-10-19 14:14,1.0
13616,发妻牺牲，儿子葬身，希望他是巴勒斯坦的天降猛男。,锦鲤起飞吧,2023-10-14 17:41,3.0
13630,回复 @蒜香拿铁 :伊尔贡确实解散了，当初并入以色列国防军，这可是根正苗红的kbzz，而且屠刀不是一直在以的手里吗🤣,DF-41D,2023-10-13 14:08,1.0
13644,抗争未必胜利，但投降必定灭种！,白嫖冒险岛,2023-10-13 04:08,5.0
13649,回复 @伞下亦是雨中人 :出生跟人能一样？,考研人休息会吧,2023-10-13 09:14,40.0
13730,主要是无力吧！我们不可能下场，只有通过联合国提交法案！！！等通过啥的！美国又反对！使劲拖着！都要死完了,thj汤圆,2023-10-19 11:26,9.0
13750,主要是无力吧！我们不可能下场，只有通过联合国提交法案！！！等通过啥的！美国又反对！使劲拖着！都要死完了,thj汤圆,2023-10-19 11:26,9.0
13772,洗地的真的畜生都不如，那么多视频找两个看看都不会给他们洗，犹太人完全在屠杀，哪里人多炸哪里，刚刚炸了联合国的人道主义学校，巴勒斯坦人以为那里安全所以很多人在那里避难,千藕荷,2023-10-19 09:13,8.0
13782,@Adbiubiubiu巴勒斯坦就那点地方，而且还受以色列限制，哪来那么多土壤催生恐怖分子，你直接说巴勒斯坦都是恐怖分子消灭掉地给以色列算了,变肥,2023-10-11 15:01,2.0
13783,回复 @电脑玩家凯尔 :犹太人自己作的孽,花翎子殇,2023-10-11 00:33,6.0
13785,种豆得豆，种瓜得瓜。,cosmix一z,2023-10-11 21:31,4.0
13788,回复 @玩_具_盒 :很多的，我上学那会也分不清只知道有这两个国家,郑昌正,2023-10-11 14:24,5.0
13789,谁让得罪的是以色列，你光脚的让他尸横遍野，他就紧接着掏出先进武器用你的方法报复你，当天巴勒斯坦高呼庆祝的街道已经给炸的满地胳膊腿了。可惜这次白左成了尸体和人质，内塔尼亚胡高高兴兴的去屠城没人拦得住了。至于阿拉伯和伊朗弟兄，观望的观望，跳船的跳船，要支持的支持改为线上进行，也就珍珠党有点出息，但压根攻不进去。,YevgenyPrigozhin,2023-10-10 23:06,37.0
13790,瞧不起谁呢，咱就喝个果汁，咱家不缺冰箱。,猥琐style,2023-10-10 17:21,19.0
13791,咋不叫你主子阿美莉卡干预？,下水道是一个城市良心,2023-10-12 08:30,10.0
13794,以色列信奉的是耶稣他爹,亮晶晶的大西瓜,2023-10-11 10:09,3.0
13795,其实以色列被屠杀的人也很冤，很多人都可能是内塔尼亚胡这些利库德集团反对者，他们也反对对巴勒斯坦强硬和屠杀，但谁让他们住在本来就不是他们应该住的地方呢，城门失火，殃及池鱼。哈马斯和以色列打成这样利库德集团负主要责任,儒君连接RujunConnect,2023-10-11 15:42,6.0
13796,回复 @司仪问老汉 :现在有很多了,燃道子,2023-10-10 18:02,2.0
13797,回复 @金辔御前幻骧行 :正义是胜利者定义的，细看一下历史书哪有什么正义，反倒是利益写的明明白白。,菜牛逼的菜,2023-10-11 04:11,3.0
13802,@Adbiubiubiu巴勒斯坦就那点地方，而且还受以色列限制，哪来那么多土壤催生恐怖分子，你直接说巴勒斯坦都是恐怖分子消灭掉地给以色列算了,变肥,2023-10-11 15:01,2.0
13803,回复 @电脑玩家凯尔 :犹太人自己作的孽,花翎子殇,2023-10-11 00:33,6.0
13805,种豆得豆，种瓜得瓜。,cosmix一z,2023-10-11 21:31,4.0
13808,回复 @玩_具_盒 :很多的，我上学那会也分不清只知道有这两个国家,郑昌正,2023-10-11 14:24,5.0
13809,谁让得罪的是以色列，你光脚的让他尸横遍野，他就紧接着掏出先进武器用你的方法报复你，当天巴勒斯坦高呼庆祝的街道已经给炸的满地胳膊腿了。可惜这次白左成了尸体和人质，内塔尼亚胡高高兴兴的去屠城没人拦得住了。至于阿拉伯和伊朗弟兄，观望的观望，跳船的跳船，要支持的支持改为线上进行，也就珍珠党有点出息，但压根攻不进去。,YevgenyPrigozhin,2023-10-10 23:06,37.0
13810,瞧不起谁呢，咱就喝个果汁，咱家不缺冰箱。,猥琐style,2023-10-10 17:21,19.0
13811,咋不叫你主子阿美莉卡干预？,下水道是一个城市良心,2023-10-12 08:30,10.0
13814,以色列信奉的是耶稣他爹,亮晶晶的大西瓜,2023-10-11 10:09,3.0
13815,其实以色列被屠杀的人也很冤，很多人都可能是内塔尼亚胡这些利库德集团反对者，他们也反对对巴勒斯坦强硬和屠杀，但谁让他们住在本来就不是他们应该住的地方呢，城门失火，殃及池鱼。哈马斯和以色列打成这样利库德集团负主要责任,儒君连接RujunConnect,2023-10-11 15:42,6.0
13816,回复 @司仪问老汉 :现在有很多了,燃道子,2023-10-10 18:02,2.0
13817,回复 @金辔御前幻骧行 :正义是胜利者定义的，细看一下历史书哪有什么正义，反倒是利益写的明明白白。,菜牛逼的菜,2023-10-11 04:11,3.0
13821,回复 @呼噜啪啦噼里砰 :【禁毒历史】隐藏在中国鸦片战争背后的幽灵-犹太贩毒家族。,时间以北慕城南__,2023-10-11 09:10,8.0
13824,杀平民确认过火了，但开个冰箱都成烧杀抢掠这货三光只能说这货肯定偏了,吴越长歌,2023-10-11 10:20,12.0
13825,快发，伤死你犹太爹的心,苏你白试,2023-10-11 19:53,3.0
13826,"“日本政府制定《向满洲移住农业移民百万户的计划》规定以20年间移民100万户、500万人为目标。从1937年起，每5年为一期，移民户数是呈递增的。
“开拓团”来到富饶的东北，仗着日军的势力，强占或以极低廉的价格强迫收购中国人的土地，然后再租给中国农民耕种，从而使500万中国农民失去赖以生存的土地，离开祖祖辈辈生活的地方，四处流浪或被强迫在日本组建的12000多个“集团部落”中居住，他们忍饥挨饿，冻死饿死的老百姓多得无法计数。日本野蛮的“开拓团”犯下累累罪行，给东北人民带来深重灾难。”
  
    就问你",我不是只乖乖兔,2023-10-11 04:59,24.0
13829,以色列全民皆兵，没有平民,bili_351203453,2023-10-11 16:31,11.0
13841,回复 @抵抗是愚蠢的 :走私船吧 加沙还挺依赖海运的,我是赵大江,2023-10-17 07:39,2.0
13842,回复 @ag音乐和电影 :只要挖的多那类那么多钻地弹炸  还有无法准确定位地道  耕地吗,爱吹风的猫871116,2023-10-17 13:03,8.0
13844,回复 @人称小纯洁 :专业的人干专业的事,常山造纸农yh,2023-10-17 14:21,46.0
13845,别人找的你不信，那你自己翻墙找嘛,啃口月亮吃,2023-10-17 20:18,9.0
13846,回复 @等待小徐 :有没有可能，是约旦河西岸的土地,我是境成,2023-10-18 19:24,1.0
13847,意思是别急着打。我塔利班还在赶来的路上。,逍遥啸天,2023-10-17 05:46,11.0
13852,指望小塔不如指望胡赛，他们可是敢打美国驱逐舰的老乡,焚琴煮鹤XL,2023-10-18 09:05,3.0
13853,回复 @一只突稽兵 :地底下的7米内的确也封锁了，不过可以挖更深的地道,天南第一散修历飞雨,2023-10-17 10:44,1.0
13861,回复 @抵抗是愚蠢的 :走私船吧 加沙还挺依赖海运的,我是赵大江,2023-10-17 07:39,2.0
13862,回复 @ag音乐和电影 :只要挖的多那类那么多钻地弹炸  还有无法准确定位地道  耕地吗,爱吹风的猫871116,2023-10-17 13:03,8.0
13864,回复 @人称小纯洁 :专业的人干专业的事,常山造纸农yh,2023-10-17 14:21,46.0
13865,别人找的你不信，那你自己翻墙找嘛,啃口月亮吃,2023-10-17 20:18,9.0
13866,回复 @等待小徐 :有没有可能，是约旦河西岸的土地,我是境成,2023-10-18 19:24,1.0
13867,意思是别急着打。我塔利班还在赶来的路上。,逍遥啸天,2023-10-17 05:46,11.0
13872,指望小塔不如指望胡赛，他们可是敢打美国驱逐舰的老乡,焚琴煮鹤XL,2023-10-18 09:05,3.0
13873,回复 @一只突稽兵 :地底下的7米内的确也封锁了，不过可以挖更深的地道,天南第一散修历飞雨,2023-10-17 10:44,1.0
13901,回复 @bystander_21 :周边阿拉伯国家到时撕破脸围堵以色列 以色列动核是不是三战就拉开帷幕了?,芝士与奶酪之间的决斗,2023-10-18 11:56,7.0
13910,无耻的以色列人,长夜01,2023-10-18 17:33,2.0
13921,回复 @bystander_21 :周边阿拉伯国家到时撕破脸围堵以色列 以色列动核是不是三战就拉开帷幕了?,芝士与奶酪之间的决斗,2023-10-18 11:56,7.0
13930,无耻的以色列人,长夜01,2023-10-18 17:33,2.0
13940,哈马斯是他们的抵抗组织，是他们民族唯一的希望，支持巴勒斯坦人民在他们世代生存的土地上建国,长夜01,2023-10-18 17:39,2.0
13961,回复 @低调内敛的斑 :巴勒斯坦人民将自己领导自己,优雅的兰草桑,2023-10-10 12:35,1.0
13962,回复 @菠萝披萨和草莓寿司 :都是为了全人类事业付出的人,南宫汐乐Yue_official,2023-10-10 06:19,5.0
13965,为了治犹!,原来是玄离呀,2023-10-10 10:38,30.0
13966,回复 @雾天麻神板 :反正别在炸咱维和部队就行,没有道德但没违法,2023-10-10 11:14,1.0
13967,"回复 @毒液的牙齿 :这事挺离谱的
整整炮火轰炸了6个小时，期间un给以色列打了无数电话，人理都不理，最后飞机扔的钻地弹击中了哨所的地下掩体导致4名维和人员牺牲，完了还是三哥的部队顶着炮火挖出来3具遗体，还有一个炮火太猛只能先撤
就很难理解",干瘪的豆腐,2023-10-10 09:12,11.0
13968,回复 @大瓦力 :咱们有大豫通宝和拾体经济，不在乎这点小钱,冬瓜瓤EI,2023-10-10 13:50,2.0
13969,美国的CIA，以色列的摩萨德，跑不掉,MM大风刮过,2023-10-10 10:38,11.0
13971,回复 @长城下三滥 :我猜你没有心脏 这么做类比,李红星SuperStars,2023-10-10 13:09,2.0
13977,回复 @柚子殿 :希望你过上巴勒斯坦人民一样被武装包围高墙圈养，随机断水断电，定期被投毒，随意被枪杀的生活，别反抗哦，犹太人说要和平捏,东约大魔王,2023-10-10 11:49,3.0
1,回复 @龍冥丶A :吃了上百年呢，还不吃这套,神仙设计师,2023-10-24,-1.0
4,回复 @冉冉盈虚 :等一个垃圾山大捷,Bazaar123,2023-10-24,-1.0
7,回复 @蜗牛噢你 : 强推加沙问题不大，但要看以军要做出多大的伤亡承受能力，和所产生的的域内国家连锁反应的防御能力。,比特与熊,53分钟前,-1.0
8,回复 @理搪的无人机 :互联网小丑还是算了吧-_-||,凸义忍口朴九,2023-10-24,-1.0
9,回复 @黑子有条白围脖 :错了，1945年的雅尔塔体系。受到伤害的还是我们中国。,顿巴斯平民,2023-10-24,-1.0
10,塔利班不就是成功了吗,懒惰的xio,2023-10-24,-1.0
11,那天有个评论说是塔利班想打仗是因为不愿再面对管理跟Excel,天涯路无人识,2023-10-23 20:50,-1.0
12,有没有可能，国际社会一直都这么魔幻，只是因为互联网媒体时代的到来，稍微打破了西方的媒体霸权，才让你我见识到了这么现实的国际社会。,南亭野老,2023-10-24,-1.0
13,回复 @逍遥吾爱 : 我看有人说俄罗斯有二十五个师的调动，这个杰森可以讲讲,三水军团,2023-10-23 21:51,-1.0
14,其实飞羽社讲的都是中东学阀那几个以前讲过的，去年就预言了这场冲突。红幻和双尾彗星那几个,风之逆旅,2023-10-24,-1.0
15,资金转移了油碟可比野崽子重要,今后日日夜夜,2023-10-24,-1.0
18,西奈战火起，货运价格升，无脑原油股，坐地活神仙,小子小子x,2023-10-24,-1.0
21,回复 @龍冥丶A :吃了上百年呢，还不吃这套,神仙设计师,2023-10-24,-1.0
24,回复 @冉冉盈虚 :等一个垃圾山大捷,Bazaar123,2023-10-24,-1.0
27,回复 @蜗牛噢你 : 强推加沙问题不大，但要看以军要做出多大的伤亡承受能力，和所产生的的域内国家连锁反应的防御能力。,比特与熊,53分钟前,-1.0
28,回复 @理搪的无人机 :互联网小丑还是算了吧-_-||,凸义忍口朴九,2023-10-24,-1.0
29,回复 @黑子有条白围脖 :错了，1945年的雅尔塔体系。受到伤害的还是我们中国。,顿巴斯平民,2023-10-24,-1.0
30,塔利班不就是成功了吗,懒惰的xio,2023-10-24,-1.0
31,那天有个评论说是塔利班想打仗是因为不愿再面对管理跟Excel,天涯路无人识,2023-10-23 20:50,-1.0
32,有没有可能，国际社会一直都这么魔幻，只是因为互联网媒体时代的到来，稍微打破了西方的媒体霸权，才让你我见识到了这么现实的国际社会。,南亭野老,2023-10-24,-1.0
33,回复 @逍遥吾爱 : 我看有人说俄罗斯有二十五个师的调动，这个杰森可以讲讲,三水军团,2023-10-23 21:51,-1.0
34,其实飞羽社讲的都是中东学阀那几个以前讲过的，去年就预言了这场冲突。红幻和双尾彗星那几个,风之逆旅,2023-10-24,-1.0
35,资金转移了油碟可比野崽子重要,今后日日夜夜,2023-10-24,-1.0
38,西奈战火起，货运价格升，无脑原油股，坐地活神仙,小子小子x,2023-10-24,-1.0
48,在西北地区还有师的,阿瓦隆神选小子,2023-10-24,-1.0
58,天真的可笑，军人以服从命令为天职，你觉得美国军人在涉及战争的时候，听美国国防部的还是听联合国的,谦谦的小世界,2023-10-24,-1.0
59,人家第五次中东战争连美国军舰都炸，炸死了几十个美国海军，美国屁都没放，还管你联合国？,Bazaar123,2023-10-24,-1.0
60,回复 @XX子行 :巴勒斯坦与以色列开战后，针对美国开展的外交政策感觉很有中国风范,肥台,2023-10-18 20:39,-1.0
61,这不是蛙圣嘛？这么久不见，还搁影视区潜伏呢,蓝一尘大先,2021-06-16 22:37,-1.0
62,回复 @牙疼要看芽衣 :威尔士也点了一个赞,老肚皮z,2021-06-17 01:10,-1.0
64,回复 @独居轻井泽的拿破仑 :旧约和新约都是当时的统治者为了美化侵略战争的手段.....，你现在回去看旧约有关迦南和所谓应许之地的说法，你会发现，这简直就是臭不要脸的把自己的侵略和*杀美化成了是你应得的（被*）和我应得的（神给我的）,哈拉奇,2021-07-06 21:16,-1.0
66,回复 @笑死奥 :跟好笑的是，他现在也没把那个视频的图更正。,久竹青宁Inghen,2021-06-16 20:52,-1.0
67,你记错了吧，耶路撒冷不是先出发走个两三里路，遇到四五座冒着烟的村子，村头有六七座亭子，找到一片开着8～10朵花的花丛吗,UID26434639,2021-06-16 19:26,-1.0
68,回复 @为什么6枚硬币 :我觉得你还是自己去读书比较好,2333Hhh,2023-10-09 13:14,-1.0
69,回复 @ココ君 : 哇哦，这个比喻醍醐灌顶,哇哈哈哈仆,2022-08-09 14:37,-1.0
70,"回复 @红心白兔 :打东边来了一个罗马
身上缠着一圈托加
他说你得跟我走
别问为啥
打西边又来了个萝马
头上顶着围脖还穿着小褂
他拿大炮对着你说要承认他才是萝马
不然就送你去见雅威或者an啦",西比西比全都换,2023-10-08 13:15,-1.0
