,comment,Username,time,like,IDIndex,platform
733,灬事了拂衣去,看看现在的彩票吧全是彩票 铺天盖地的每个地方都爆,2023/12/14 18:21,3,2,bilibili
734,北别Fomalhaut,只能说明是真的呗,2023/12/6 19:56,6,2,bilibili
735,悲伤玉荣醤,�是荷兰官方媒体,2023/12/7 23:53,8,2,bilibili
736,摆弄E3的图吧小白,已存活8小时，并且也不止这一条了,2023/12/7 3:57,3,2,bilibili
737,爱电影的猪大浪,武则天,2023/12/12 15:33,5,2,bilibili
738,阿瞒当娶本初,根据人家自述是普通工人，明显没漏跟脚。,2023/12/7 19:57,7,2,bilibili
739,zwlak47,弟兄们没零花了，给个机会呗，别自己一个人吃独食,2023/12/9 13:20,8,2,bilibili
740,sergfx,这波和id配合的很好,2023/12/8 14:25,3,2,bilibili
741,Pop柚子,这波和id配合的很好,2023/12/7 15:09,3,2,bilibili
742,MATLAB2015,"喂，汉东省卫健委，我是司机高育良
嘟嘟嘟...",2023/12/8 12:14,7,2,bilibili
743,machuncao,有没有可能大家不想要特权，只想要公平,2023/12/15 12:14,6,2,bilibili
744,jsw007,这么大能量的嘛，五月天这么多年的ip赔进去,2023/12/11 21:30,8,2,bilibili
745,joopapa,这么大能量的嘛，五月天这么多年的ip赔进去,2023/12/14 16:41,5,2,bilibili
746,Jacvdpe,你这个说法很合理，但记者问当事人父亲小姑姑是干啥的，他父亲居然说不清楚,2023/12/9 13:26,3,2,bilibili
747,GoroGoro,航线这块有急救绿通，包机20万起步。全公司筹钱也能说得过去。问题就是所谓造谣的，就是当事人自己。,2023/12/10 13:04,3,2,bilibili
748,ge2tow,"我这边能找到的发布过谈论该事件视频的账号（不知道控评情况下能留存多久--测试过了20min删评，而且私聊不显示，搜索时手动去前排数字）

275罗辑的二向箔
235搞笑孟文明
1114远方的达文西
6795小孟涨知识啦
342张捷财经观察
5566大视野NO1
34照理说事
225校尉说
342首席操作工
778章北海official
6648胡律师看法
453为啥子让风吹
230望启年
279我是饭叔啊

更多的视频和博主账号还有类似新京报、大象新闻等等的，我这边找不到记录了，想了解可以问问别的留言网友。另外以上博主言论各异自行分辨，评论区也经过处理了的慎重分辨吧",2023/12/7 13:35,5,2,bilibili
749,ge2tow,看本人动态找链接,2023/12/7 16:16,7,2,bilibili
750,ge2tow,"我这边能找到的发布过谈论该事件视频的账号（不知道控评情况下能留存多久，搜索时手动去“前排”的数字）

275罗辑的二向箔
235搞笑孟文明
1114远方的达文西
6795小孟涨知识啦
342张捷财经观察
5566大视野NO1
34照理说事
225校尉说
342首席操作工
778章北海official
6648胡律师看法
453为啥子让风吹
230望启年
279我是饭叔啊
yxyy3604（这个不要去数字）

更多的视频和博主账号还有类似新京报、大象新闻等等的，我这边找不到记录了，想了解可以问问别的留言网友。另外以上博主言论各异自行分辨，评论区也经过处理了的慎重分辨吧",2023/12/7 13:44,4,2,bilibili
751,ge2tow,我的已经仅自己可见了,2023/12/8 8:03,3,2,bilibili
752,ge2tow,"我这边能找到的发布过谈论该事件视频的账号（不知道控评情况下能留存多久，搜索时手动去“前排”的数字）

275罗辑的二向箔
235搞笑孟文明
1114远方的达文西
6795小孟涨知识啦
342张捷财经观察
5566大视野NO1
34照理说事
225校尉说
342首席操作工
778章北海official
6648胡律师看法
453为啥子让风吹
230望启年
279我是饭叔啊
yxyy3604（这个不要去数字）

更多的视频和博主账号还有类似新京报、大象新闻等等的，我这边找不到记录了，想了解可以问问别的留言网友。另外以上博主言论各异自行分辨，评论区也经过处理了的慎重分辨吧",2023/12/7 13:42,3,2,bilibili
753,ge2tow,"我这边能找到的发布过谈论该事件视频的账号（不知道控评情况下能留存多久，搜索时手动去“前排”的数字）

275罗辑的二向箔
235搞笑孟文明
1114远方的达文西
6795小孟涨知识啦
342张捷财经观察
5566大视野NO1
34照理说事
225校尉说
342首席操作工
778章北海official
6648胡律师看法
453为啥子让风吹
230望启年
279我是饭叔啊
yxyy3604（这个不要去数字）

更多的视频和博主账号还有类似新京报、大象新闻等等的，我这边找不到记录了，想了解可以问问别的留言网友。另外以上博主言论各异自行分辨，评论区也经过处理了的慎重分辨吧",2023/12/7 13:38,6,2,bilibili
754,ge2tow,路过随便互动下，判断发言状态,2023/12/7 14:32,5,2,bilibili
755,ge2tow,"补充一个
主持人肖雄",2023/12/7 17:24,4,2,bilibili
756,ge2tow,"我这边能找到的发布过谈论该事件视频的账号（不知道控评情况下能留存多久，搜索时手动去“前排”的数字）

275罗辑的二向箔
235搞笑孟文明
1114远方的达文西
6795小孟涨知识啦
342张捷财经观察
5566大视野NO1
34照理说事
225校尉说
342首席操作工
778章北海official
6648胡律师看法
453为啥子让风吹
230望启年
279我是饭叔啊
yxyy3604（这个不要去数字）

更多的视频和博主账号还有类似新京报、大象新闻等等的，我这边找不到记录了，想了解可以问问别的留言网友。另外以上博主言论各异自行分辨，评论区也经过处理了的慎重分辨吧",2023/12/7 13:43,6,2,bilibili
757,ge2tow,"我这边能找到的发布过谈论该事件视频的账号（不知道控评情况下能留存多久，搜索时手动去“前排”的数字）

275罗辑的二向箔
235搞笑孟文明
1114远方的达文西
6795小孟涨知识啦
342张捷财经观察
5566大视野NO1
34照理说事
225校尉说
342首席操作工
778章北海official
6648胡律师看法
453为啥子让风吹
230望启年
279我是饭叔啊
yxyy3604（这个不要去数字）

更多的视频和博主账号还有类似新京报、大象新闻等等的，我这边找不到记录了，想了解可以问问别的留言网友。另外以上博主言论各异自行分辨，评论区也经过处理了的慎重分辨吧",2023/12/7 13:43,4,2,bilibili
758,ge2tow,"我这边能找到的发布过谈论该事件视频的账号（不知道控评情况下能留存多久，搜索时手动去前排数字）

275罗辑的二向箔
235搞笑孟文明
1114远方的达文西
6795小孟涨知识啦
342张捷财经观察
5566大视野NO1
34照理说事
225校尉说
342首席操作工
778章北海official
6648胡律师看法
453为啥子让风吹
230望启年
279我是饭叔啊

更多的视频和博主账号还有类似新京报、大象新闻等等的，我这边找不到记录了，想了解可以问问别的留言网友。另外以上博主言论各异自行分辨，评论区也经过处理了的慎重分辨吧",2023/12/7 13:31,5,2,bilibili
759,ge2tow,"我这边能找到的发布过谈论该事件视频的账号（不知道控评情况下能留存多久，搜索时手动去“前排”的数字）

275罗辑的二向箔
235搞笑孟文明
1114远方的达文西
6795小孟涨知识啦
342张捷财经观察
5566大视野NO1
34照理说事
225校尉说
342首席操作工
778章北海official
6648胡律师看法
453为啥子让风吹
230望启年
279我是饭叔啊
yxyy3604（这个不要去数字）

更多的视频和博主账号还有类似新京报、大象新闻等等的，我这边找不到记录了，想了解可以问问别的留言网友。另外以上博主言论各异自行分辨，评论区也经过处理了的慎重分辨吧",2023/12/7 13:42,5,2,bilibili
760,ge2tow,有关评论，我已被进入仅自己可见模式,2023/12/8 8:16,6,2,bilibili
761,ge2tow,"阿里献血
我这边能找到的发布过谈论该事件视频的账号（不知道控评情况下能留存多久，搜索时手动去“前排”的数字）
。
大河报
大象新闻
四川观察

275罗辑的二向箔
235搞笑孟文明
239姜讲纪录片传奇
1114远方的达文西
6795小孟涨知识啦
342张捷财经观察
5566大视野NO1
34照理说事
225校尉说
342首席操作工
778章北海official
6648胡律师看法
453为啥子让风吹
230望启年
279我是饭叔啊
yxyy3604（这个不要去数字）
34建筑史石博士
239彭华律师
34写手一条城
3648城南旧话
罐头哥2023（这个别去数字）
679天君蝴蝶
55667-夏-日-
562阿季卢尔弗
287大头鹰-不怼好人
128鬼邪君GL
563鹰哥铁拳
907热搜第一线
368梦回三棵树下
97蚌霸
578悟空不要紧箍咒
9895Shurry老师
395北斗导航Compass
246让人说实话
512话题探索酱
208热奶茶酸辣粉
779社会记录局
768天津纪爸爸
336薛定恶的狗
769西湖队长
0013悟人生智慧
720詹老师的论思维
190詹哥聊思维
86涛哥经记杂货铺
89懒羊羊纪录片传奇
054张司令sammy
6788BlueChasingWind
856深圳原油哥
35辟谣助手
。更多的视频和博主账号还有类似新京报、大象新闻等等的，我这边找不到记录了，想了解可以问问别的留言网友。另外以上博主言论各异自行分辨，评论区也经过处理了的慎重分辨吧

测试是否被仅自己可见，路过的随便互动一下？",2023/12/7 15:49,4,2,bilibili
762,ge2tow,"阿里献血
我这边能找到的发布过谈论该事件视频的账号（不知道控评情况下能留存多久，搜索时手动去“前排”的数字）
。
大河报
大象新闻
四川观察

275罗辑的二向箔
235搞笑孟文明
239姜讲纪录片传奇
1114远方的达文西
6795小孟涨知识啦
342张捷财经观察
5566大视野NO1
34照理说事
225校尉说
342首席操作工
778章北海official
6648胡律师看法
453为啥子让风吹
230望启年
279我是饭叔啊
yxyy3604（这个不要去数字）
34建筑史石博士
239彭华律师
34写手一条城
3648城南旧话
罐头哥2023（这个别去数字）
679天君蝴蝶
55667-夏-日-
562阿季卢尔弗
287大头鹰-不怼好人
128鬼邪君GL
563鹰哥铁拳
907热搜第一线
368梦回三棵树下
97蚌霸
578悟空不要紧箍咒
9895Shurry老师
395北斗导航Compass
246让人说实话
512话题探索酱
208热奶茶酸辣粉
779社会记录局
768天津纪爸爸
336薛定恶的狗
769西湖队长
0013悟人生智慧
720詹老师的论思维
190詹哥聊思维
86涛哥经记杂货铺
89懒羊羊纪录片传奇
054张司令sammy
6788BlueChasingWind
856深圳原油哥
35辟谣助手
。更多的视频和博主账号还有类似新京报、大象新闻等等的，我这边找不到记录了，想了解可以问问别的留言网友。另外以上博主言论各异自行分辨，评论区也经过处理了的慎重分辨吧

测试是否被仅自己可见，路过的随便互动一下？",2023/12/7 15:51,64,2,bilibili
763,ge2tow,分享的指路视频，正反言论都有，哪方是谣言？全都是谣言？,2023/12/8 1:28,36,2,bilibili
764,ge2tow,回忆或收藏，去翻翻我动态找找其它链接,2023/12/8 1:39,3,2,bilibili
765,Cancer_Cell,确实，要礼貌。,2023/12/8 11:49,6,2,bilibili
766,bili_226281184,确实，要礼貌。,2023/12/8 1:26,5,2,bilibili
767,all_-in,自我认识很到位,2023/12/11 19:03,4,2,bilibili
768,74874634358_bili,贴吧搜不到了,2023/12/7 19:04,4,2,bilibili
769,27840994881_bili,难以想象的力量,2023/12/6 19:38,5,2,bilibili
